filename,width,height,class,xmin,ymin,xmax,ymax
00015376_032_jpg.rf.db88421254aead0fff05db3fbd32add1.jpg,1024,1024,nodule,760,681,834,756
00022919_002_jpg.rf.db04aea882ba6a46f82f1c44dc4c0ee1.jpg,1024,1024,nodule,162,460,223,504
00022919_002_jpg.rf.db04aea882ba6a46f82f1c44dc4c0ee1.jpg,1024,1024,nodule,654,491,732,562
00003503_001_jpg.rf.d8ce1d138b19ce06c4e172418451edac.jpg,1024,1024,nodule,361,556,501,708
00003503_001_jpg.rf.d8ce1d138b19ce06c4e172418451edac.jpg,1024,1024,nodule,348,574,396,626
00003503_001_jpg.rf.d8ce1d138b19ce06c4e172418451edac.jpg,1024,1024,nodule,326,340,403,412
00013933_000_jpg.rf.daaa8b33ff25f605ced7a0ee091301e0.jpg,1024,1024,nodule,296,132,354,178
00013933_000_jpg.rf.daaa8b33ff25f605ced7a0ee091301e0.jpg,1024,1024,nodule,282,340,363,418
00013933_000_jpg.rf.daaa8b33ff25f605ced7a0ee091301e0.jpg,1024,1024,nodule,751,403,824,475
00018006_024_jpg.rf.da0350dd6f3062654b37fdebba075498.jpg,1024,1024,nodule,634,497,717,575
00018006_024_jpg.rf.da0350dd6f3062654b37fdebba075498.jpg,1024,1024,nodule,799,535,869,606
00018006_024_jpg.rf.da0350dd6f3062654b37fdebba075498.jpg,1024,1024,nodule,597,568,674,645
00018006_024_jpg.rf.da0350dd6f3062654b37fdebba075498.jpg,1024,1024,nodule,132,637,202,705
00018006_024_jpg.rf.da0350dd6f3062654b37fdebba075498.jpg,1024,1024,nodule,558,621,629,694
00018006_024_jpg.rf.da0350dd6f3062654b37fdebba075498.jpg,1024,1024,nodule,774,636,842,710
00018006_024_jpg.rf.da0350dd6f3062654b37fdebba075498.jpg,1024,1024,nodule,727,714,805,779
00018006_024_jpg.rf.da0350dd6f3062654b37fdebba075498.jpg,1024,1024,nodule,835,724,909,797
00018006_024_jpg.rf.da0350dd6f3062654b37fdebba075498.jpg,1024,1024,nodule,237,275,331,365
00004519_002_jpg.rf.d99ede216de3618a93df972e5d56aa41.jpg,1024,1024,nodule,304,490,406,609
00004519_002_jpg.rf.d99ede216de3618a93df972e5d56aa41.jpg,1024,1024,nodule,856,662,904,717
00004519_002_jpg.rf.d99ede216de3618a93df972e5d56aa41.jpg,1024,1024,nodule,285,443,356,522
00004519_002_jpg.rf.d99ede216de3618a93df972e5d56aa41.jpg,1024,1024,nodule,683,523,754,600
00004519_002_jpg.rf.d99ede216de3618a93df972e5d56aa41.jpg,1024,1024,nodule,723,554,791,636
00004519_002_jpg.rf.d99ede216de3618a93df972e5d56aa41.jpg,1024,1024,nodule,798,549,869,636
00004519_002_jpg.rf.d99ede216de3618a93df972e5d56aa41.jpg,1024,1024,nodule,639,580,711,654
00004519_002_jpg.rf.d99ede216de3618a93df972e5d56aa41.jpg,1024,1024,nodule,744,637,820,709
00004519_002_jpg.rf.d99ede216de3618a93df972e5d56aa41.jpg,1024,1024,nodule,792,667,863,742
00005873_001_jpg.rf.d997a5895c8df54ddbdbd1311b0fce5c.jpg,1024,1024,nodule,217,218,371,329
00005873_001_jpg.rf.d997a5895c8df54ddbdbd1311b0fce5c.jpg,1024,1024,nodule,245,479,303,524
00005873_001_jpg.rf.d997a5895c8df54ddbdbd1311b0fce5c.jpg,1024,1024,nodule,801,489,854,535
00005873_001_jpg.rf.d997a5895c8df54ddbdbd1311b0fce5c.jpg,1024,1024,nodule,82,627,134,674
00005873_001_jpg.rf.d997a5895c8df54ddbdbd1311b0fce5c.jpg,1024,1024,nodule,825,705,880,751
00005873_001_jpg.rf.d997a5895c8df54ddbdbd1311b0fce5c.jpg,1024,1024,nodule,748,437,831,504
00005873_001_jpg.rf.d997a5895c8df54ddbdbd1311b0fce5c.jpg,1024,1024,nodule,114,717,200,792
00028765_000_jpg.rf.dada143afbeb715b2b09e00d21cbc9c8.jpg,1024,1024,nodule,249,277,382,398
00028765_000_jpg.rf.dada143afbeb715b2b09e00d21cbc9c8.jpg,1024,1024,nodule,237,526,361,627
00028765_000_jpg.rf.dada143afbeb715b2b09e00d21cbc9c8.jpg,1024,1024,nodule,348,426,451,542
00003704_000_jpg.rf.dae39e75464223bc8981f0caef92e9b4.jpg,1024,1024,nodule,848,706,896,760
00015364_001_jpg.rf.db565034cc8ae5e85c9c68c8719af469.jpg,1024,1024,nodule,146,822,249,931
00015364_001_jpg.rf.db565034cc8ae5e85c9c68c8719af469.jpg,1024,1024,nodule,843,825,893,879
00000383_000_jpg.rf.daa83558ba11e4694dd33b12e71939fe.jpg,1024,1024,nodule,336,156,390,203
00000383_000_jpg.rf.daa83558ba11e4694dd33b12e71939fe.jpg,1024,1024,nodule,642,620,727,687
00006727_000_jpg.rf.d91947a7a7e8c50b02758f28d6891aeb.jpg,1024,1024,nodule,337,410,419,469
00006727_000_jpg.rf.d91947a7a7e8c50b02758f28d6891aeb.jpg,1024,1024,nodule,399,692,477,764
00026004_000_jpg.rf.dc1f930db9154de9e4f2ed511733fac8.jpg,1024,1024,nodule,739,290,788,340
00026004_000_jpg.rf.dc1f930db9154de9e4f2ed511733fac8.jpg,1024,1024,nodule,741,553,792,602
00026004_000_jpg.rf.dc1f930db9154de9e4f2ed511733fac8.jpg,1024,1024,nodule,187,704,241,753
00026004_000_jpg.rf.dc1f930db9154de9e4f2ed511733fac8.jpg,1024,1024,nodule,268,707,323,755
00026004_000_jpg.rf.dc1f930db9154de9e4f2ed511733fac8.jpg,1024,1024,nodule,715,381,791,453
00026004_000_jpg.rf.dc1f930db9154de9e4f2ed511733fac8.jpg,1024,1024,nodule,664,470,739,537
00026004_000_jpg.rf.dc1f930db9154de9e4f2ed511733fac8.jpg,1024,1024,nodule,189,516,257,588
00026004_000_jpg.rf.dc1f930db9154de9e4f2ed511733fac8.jpg,1024,1024,nodule,666,515,742,587
00026004_000_jpg.rf.dc1f930db9154de9e4f2ed511733fac8.jpg,1024,1024,nodule,241,597,318,674
00025461_002_jpg.rf.db969b69b97a5b135599874cc141663b.jpg,1024,1024,nodule,783,589,872,660
00014219_000_jpg.rf.dbcf95295c76134cf7dd5a06a20a6e0f.jpg,1024,1024,nodule,757,746,805,799
00007718_004_jpg.rf.da1ada6f139d088b22d4a2997bdd6a1c.jpg,1024,1024,nodule,642,187,689,240
00009457_004_jpg.rf.dc277c696743da294a7bd4e7f7a04468.jpg,1024,1024,nodule,789,247,840,301
00009457_004_jpg.rf.dc277c696743da294a7bd4e7f7a04468.jpg,1024,1024,nodule,715,268,789,348
00009457_004_jpg.rf.dc277c696743da294a7bd4e7f7a04468.jpg,1024,1024,nodule,266,311,329,385
00009457_004_jpg.rf.dc277c696743da294a7bd4e7f7a04468.jpg,1024,1024,nodule,683,308,745,383
00009457_004_jpg.rf.dc277c696743da294a7bd4e7f7a04468.jpg,1024,1024,nodule,791,309,853,384
00009457_004_jpg.rf.dc277c696743da294a7bd4e7f7a04468.jpg,1024,1024,nodule,710,393,786,485
00009457_004_jpg.rf.dc277c696743da294a7bd4e7f7a04468.jpg,1024,1024,nodule,815,379,878,451
00009457_004_jpg.rf.dc277c696743da294a7bd4e7f7a04468.jpg,1024,1024,nodule,771,426,838,499
00009457_004_jpg.rf.dc277c696743da294a7bd4e7f7a04468.jpg,1024,1024,nodule,258,534,329,614
00009457_004_jpg.rf.dc277c696743da294a7bd4e7f7a04468.jpg,1024,1024,nodule,687,589,754,675
00009457_004_jpg.rf.dc277c696743da294a7bd4e7f7a04468.jpg,1024,1024,nodule,681,668,750,750
00020958_001_jpg.rf.d926c23df06fe9e36710a6b576d02f3d.jpg,1024,1024,nodule,108,335,181,421
00019730_019_jpg.rf.dc2bc06c23c363447e47a20ece7f4515.jpg,1024,1024,nodule,210,563,265,610
00019730_019_jpg.rf.dc2bc06c23c363447e47a20ece7f4515.jpg,1024,1024,nodule,679,403,756,476
00025457_003_jpg.rf.dc517878c19a22fd0fae6fb7d101c102.jpg,1024,1024,nodule,219,532,325,635
00013129_000_jpg.rf.dc84d5b7a8883600168788a38b34fca0.jpg,1024,1024,nodule,654,561,761,659
00013129_000_jpg.rf.dc84d5b7a8883600168788a38b34fca0.jpg,1024,1024,nodule,264,350,320,399
00013129_000_jpg.rf.dc84d5b7a8883600168788a38b34fca0.jpg,1024,1024,nodule,805,491,858,538
00013129_000_jpg.rf.dc84d5b7a8883600168788a38b34fca0.jpg,1024,1024,nodule,277,473,351,547
00013129_000_jpg.rf.dc84d5b7a8883600168788a38b34fca0.jpg,1024,1024,nodule,730,473,805,542
00015112_000_jpg.rf.dc5cea3f6b212dfd679dedc4d4a0a504.jpg,1024,1024,nodule,618,492,824,684
00015112_000_jpg.rf.dc5cea3f6b212dfd679dedc4d4a0a504.jpg,1024,1024,nodule,743,672,847,771
00015112_000_jpg.rf.dc5cea3f6b212dfd679dedc4d4a0a504.jpg,1024,1024,nodule,186,715,296,826
00015112_000_jpg.rf.dc5cea3f6b212dfd679dedc4d4a0a504.jpg,1024,1024,nodule,312,687,416,800
00015112_000_jpg.rf.dc5cea3f6b212dfd679dedc4d4a0a504.jpg,1024,1024,nodule,119,776,229,885
00015112_000_jpg.rf.dc5cea3f6b212dfd679dedc4d4a0a504.jpg,1024,1024,nodule,326,182,401,251
00015112_000_jpg.rf.dc5cea3f6b212dfd679dedc4d4a0a504.jpg,1024,1024,nodule,742,276,827,355
00015112_000_jpg.rf.dc5cea3f6b212dfd679dedc4d4a0a504.jpg,1024,1024,nodule,294,803,370,872
00015112_000_jpg.rf.dc5cea3f6b212dfd679dedc4d4a0a504.jpg,1024,1024,nodule,254,878,323,953
00028626_005_jpg.rf.dcce08de567000a4121b97f16c83f72c.jpg,1024,1024,nodule,122,475,244,579
00028626_005_jpg.rf.dcce08de567000a4121b97f16c83f72c.jpg,1024,1024,nodule,230,501,390,706
00028626_005_jpg.rf.dcce08de567000a4121b97f16c83f72c.jpg,1024,1024,nodule,573,642,706,767
00028626_005_jpg.rf.dcce08de567000a4121b97f16c83f72c.jpg,1024,1024,nodule,778,563,854,624
00028626_005_jpg.rf.dcce08de567000a4121b97f16c83f72c.jpg,1024,1024,nodule,753,625,830,698
00028626_005_jpg.rf.dcce08de567000a4121b97f16c83f72c.jpg,1024,1024,nodule,770,698,853,765
00007065_002_jpg.rf.dd624367ff8a0243d922585f7bed4f91.jpg,1024,1024,nodule,160,377,211,430
00014280_000_jpg.rf.d919ff7a085c5817a0c99000b9f1cc2e.jpg,1024,1024,nodule,269,386,399,495
00014280_000_jpg.rf.d919ff7a085c5817a0c99000b9f1cc2e.jpg,1024,1024,nodule,750,178,802,225
00014280_000_jpg.rf.d919ff7a085c5817a0c99000b9f1cc2e.jpg,1024,1024,nodule,809,334,879,407
00020070_004_jpg.rf.dd64ac0d6bb47a4f37cde016da4a91dc.jpg,1024,1024,nodule,239,567,301,611
00020070_004_jpg.rf.dd64ac0d6bb47a4f37cde016da4a91dc.jpg,1024,1024,nodule,731,541,807,612
00015333_000_jpg.rf.dde9b621f7d24fc676687a00b3eda75f.jpg,1024,1024,nodule,298,326,414,429
00015333_000_jpg.rf.dde9b621f7d24fc676687a00b3eda75f.jpg,1024,1024,nodule,844,598,902,644
00015333_000_jpg.rf.dde9b621f7d24fc676687a00b3eda75f.jpg,1024,1024,nodule,152,452,224,524
00015333_000_jpg.rf.dde9b621f7d24fc676687a00b3eda75f.jpg,1024,1024,nodule,763,465,838,538
00015333_000_jpg.rf.dde9b621f7d24fc676687a00b3eda75f.jpg,1024,1024,nodule,157,527,231,595
00015333_000_jpg.rf.dde9b621f7d24fc676687a00b3eda75f.jpg,1024,1024,nodule,145,594,220,663
00015333_000_jpg.rf.dde9b621f7d24fc676687a00b3eda75f.jpg,1024,1024,nodule,314,616,387,687
00015333_000_jpg.rf.dde9b621f7d24fc676687a00b3eda75f.jpg,1024,1024,nodule,797,694,880,757
00018366_000_jpg.rf.ddb7404bd86dad0be73b64f3dbbaf1b1.jpg,1024,1024,nodule,856,770,905,823
00018366_000_jpg.rf.ddb7404bd86dad0be73b64f3dbbaf1b1.jpg,1024,1024,nodule,176,597,256,674
00018366_000_jpg.rf.ddb7404bd86dad0be73b64f3dbbaf1b1.jpg,1024,1024,nodule,556,796,637,871
00011855_000_jpg.rf.dcef09702f9518ccbd4b122718d9c616.jpg,1024,1024,nodule,744,358,805,436
00011855_000_jpg.rf.dcef09702f9518ccbd4b122718d9c616.jpg,1024,1024,nodule,360,532,423,605
00025150_000_jpg.rf.d94193fd2ed7403dfe52b8254dfd5058.jpg,1024,1024,nodule,322,454,396,534
00025680_010_jpg.rf.de91dabf3f3e37a9dc57a881187d70b2.jpg,1024,1024,nodule,270,306,358,362
00005875_000_jpg.rf.de89fe87478726b7c7d4246e3efe0671.jpg,1024,1024,nodule,820,310,868,363
00008675_006_jpg.rf.de4db99c585b766716a51dd919c2a194.jpg,1024,1024,nodule,269,545,324,594
00008675_006_jpg.rf.de4db99c585b766716a51dd919c2a194.jpg,1024,1024,nodule,653,694,729,772
00020921_000_jpg.rf.df8a12185ce81f00d02af5457854c4a8.jpg,1024,1024,nodule,613,391,718,501
00020921_000_jpg.rf.df8a12185ce81f00d02af5457854c4a8.jpg,1024,1024,nodule,120,450,230,561
00020332_000_jpg.rf.def9bd773a163cf285845a7da3293d79.jpg,1024,1024,nodule,229,615,300,686
00017051_001_jpg.rf.e0210c612b1656a507be0ffed29c272a.jpg,1024,1024,nodule,750,176,802,225
00017051_001_jpg.rf.e0210c612b1656a507be0ffed29c272a.jpg,1024,1024,nodule,333,320,386,370
00017051_001_jpg.rf.e0210c612b1656a507be0ffed29c272a.jpg,1024,1024,nodule,355,406,408,456
00017051_001_jpg.rf.e0210c612b1656a507be0ffed29c272a.jpg,1024,1024,nodule,388,113,464,180
00017051_001_jpg.rf.e0210c612b1656a507be0ffed29c272a.jpg,1024,1024,nodule,308,510,382,581
00021294_001_jpg.rf.dfb32307293040485a4dbf95d8fe4dc0.jpg,1024,1024,nodule,247,288,383,409
00019373_050_jpg.rf.e071da14c08eefd631deeb599a1e4fab.jpg,1024,1024,nodule,532,690,634,797
00019373_050_jpg.rf.e071da14c08eefd631deeb599a1e4fab.jpg,1024,1024,nodule,207,498,262,547
00019373_050_jpg.rf.e071da14c08eefd631deeb599a1e4fab.jpg,1024,1024,nodule,202,604,257,649
00019373_050_jpg.rf.e071da14c08eefd631deeb599a1e4fab.jpg,1024,1024,nodule,705,430,779,500
00019373_050_jpg.rf.e071da14c08eefd631deeb599a1e4fab.jpg,1024,1024,nodule,240,654,322,722
00019373_050_jpg.rf.e071da14c08eefd631deeb599a1e4fab.jpg,1024,1024,nodule,67,736,141,813
00019373_050_jpg.rf.e071da14c08eefd631deeb599a1e4fab.jpg,1024,1024,nodule,832,603,868,644
00029579_005_jpg.rf.e016d4e770ae21abf031dea9782ccd6a.jpg,1024,1024,nodule,520,445,590,519
00029579_005_jpg.rf.e016d4e770ae21abf031dea9782ccd6a.jpg,1024,1024,nodule,605,185,690,265
00011903_001_jpg.rf.e074a28a71bef8e6000b364178d2b374.jpg,1024,1024,nodule,103,610,137,649
00011903_001_jpg.rf.e074a28a71bef8e6000b364178d2b374.jpg,1024,1024,nodule,155,652,223,725
00011903_001_jpg.rf.e074a28a71bef8e6000b364178d2b374.jpg,1024,1024,nodule,537,675,615,756
00022374_003_jpg.rf.e094caf6db31d4c7a7a88dd6bf7b50bd.jpg,1024,1024,nodule,771,215,847,280
00022374_003_jpg.rf.e094caf6db31d4c7a7a88dd6bf7b50bd.jpg,1024,1024,nodule,813,420,899,491
00007321_006_jpg.rf.e0289aef61be6b68f031ba9cbf8dac1f.jpg,1024,1024,nodule,796,683,864,760
00014981_001_jpg.rf.e093db715cbeecfbcaae5588dd446a77.jpg,1024,1024,nodule,244,562,318,631
00011049_001_jpg.rf.df23abafa7881b6f4d8f12ea200052a4.jpg,1024,1024,nodule,177,364,244,438
00011049_001_jpg.rf.df23abafa7881b6f4d8f12ea200052a4.jpg,1024,1024,nodule,812,649,873,731
00011049_001_jpg.rf.df23abafa7881b6f4d8f12ea200052a4.jpg,1024,1024,nodule,675,755,745,829
00020195_013_jpg.rf.e073d1550b0de071095689e4b7ae4d1b.jpg,1024,1024,nodule,702,447,830,575
00020195_013_jpg.rf.e073d1550b0de071095689e4b7ae4d1b.jpg,1024,1024,nodule,699,673,814,781
00020195_013_jpg.rf.e073d1550b0de071095689e4b7ae4d1b.jpg,1024,1024,nodule,310,308,357,361
00020195_013_jpg.rf.e073d1550b0de071095689e4b7ae4d1b.jpg,1024,1024,nodule,305,441,389,514
00020195_013_jpg.rf.e073d1550b0de071095689e4b7ae4d1b.jpg,1024,1024,nodule,284,529,360,592
00020195_013_jpg.rf.e073d1550b0de071095689e4b7ae4d1b.jpg,1024,1024,nodule,216,632,289,702
00020195_013_jpg.rf.e073d1550b0de071095689e4b7ae4d1b.jpg,1024,1024,nodule,784,650,871,727
00020195_013_jpg.rf.e073d1550b0de071095689e4b7ae4d1b.jpg,1024,1024,nodule,268,694,333,766
00017544_001_jpg.rf.df5c7c6481ffc7a3aed79157edea1627.jpg,1024,1024,nodule,225,575,324,690
00017544_001_jpg.rf.df5c7c6481ffc7a3aed79157edea1627.jpg,1024,1024,nodule,156,346,205,398
00017544_001_jpg.rf.df5c7c6481ffc7a3aed79157edea1627.jpg,1024,1024,nodule,735,825,786,878
00017544_001_jpg.rf.df5c7c6481ffc7a3aed79157edea1627.jpg,1024,1024,nodule,729,549,792,625
00017544_001_jpg.rf.df5c7c6481ffc7a3aed79157edea1627.jpg,1024,1024,nodule,133,589,201,660
00017544_001_jpg.rf.df5c7c6481ffc7a3aed79157edea1627.jpg,1024,1024,nodule,808,796,872,849
00003284_000_jpg.rf.e0e6b6771d1a0713b4eb22f452df8eb5.jpg,1024,1024,nodule,120,390,226,523
00003284_000_jpg.rf.e0e6b6771d1a0713b4eb22f452df8eb5.jpg,1024,1024,nodule,725,275,773,331
00028965_000_jpg.rf.e0f4cca13276440695516ae004f725c6.jpg,1024,1024,nodule,594,511,638,564
00003983_000_jpg.rf.e0c530c72208b60ae58a502aac9e8b96.jpg,1024,1024,nodule,705,401,788,462
00014140_008_jpg.rf.e11982df1458cdd0e71a602baca399fc.jpg,1024,1024,nodule,238,555,356,696
00000963_016_jpg.rf.e186cf155a342eb54f48175ad466c5d3.jpg,1024,1024,nodule,699,567,836,706
00000963_016_jpg.rf.e186cf155a342eb54f48175ad466c5d3.jpg,1024,1024,nodule,331,441,414,517
00015843_000_jpg.rf.e157c590b31a5e6dec1379793cc02e31.jpg,1024,1024,nodule,633,235,701,305
00010215_000_jpg.rf.e1da2a0102ed37b537d32030638d4190.jpg,1024,1024,nodule,94,760,144,813
00010215_000_jpg.rf.e1da2a0102ed37b537d32030638d4190.jpg,1024,1024,nodule,674,321,739,404
00010215_000_jpg.rf.e1da2a0102ed37b537d32030638d4190.jpg,1024,1024,nodule,650,502,716,579
00010215_000_jpg.rf.e1da2a0102ed37b537d32030638d4190.jpg,1024,1024,nodule,176,792,244,864
00014905_000_jpg.rf.e23b9437dbcf5e6a8e96dad78f2dc58e.jpg,1024,1024,nodule,642,456,769,598
00014905_000_jpg.rf.e23b9437dbcf5e6a8e96dad78f2dc58e.jpg,1024,1024,nodule,719,647,800,721
00015562_002_jpg.rf.e2a6238647ba0006bfe2a76d811f7ee9.jpg,1024,1024,nodule,801,642,896,768
00015562_002_jpg.rf.e2a6238647ba0006bfe2a76d811f7ee9.jpg,1024,1024,nodule,331,395,382,447
00015562_002_jpg.rf.e2a6238647ba0006bfe2a76d811f7ee9.jpg,1024,1024,nodule,337,643,406,722
00016167_007_jpg.rf.e1fa5489cf96eed6c2aa8a1d3ba8d151.jpg,1024,1024,nodule,733,810,785,862
00016167_007_jpg.rf.e1fa5489cf96eed6c2aa8a1d3ba8d151.jpg,1024,1024,nodule,861,811,905,867
00004377_000_jpg.rf.e2a7e0066fb0c050f6ea47be3e56072e.jpg,1024,1024,nodule,698,350,782,421
00000322_007_jpg.rf.e31df221fd74c8e062d3ad2d14fcaa87.jpg,1024,1024,nodule,653,394,701,447
00000322_007_jpg.rf.e31df221fd74c8e062d3ad2d14fcaa87.jpg,1024,1024,nodule,369,375,434,458
00014956_011_jpg.rf.e22b03ee3b135dcb839e72ec2ba2bff2.jpg,1024,1024,nodule,648,392,874,572
00014956_011_jpg.rf.e22b03ee3b135dcb839e72ec2ba2bff2.jpg,1024,1024,nodule,722,241,808,320
00014956_011_jpg.rf.e22b03ee3b135dcb839e72ec2ba2bff2.jpg,1024,1024,nodule,769,311,851,384
00014956_011_jpg.rf.e22b03ee3b135dcb839e72ec2ba2bff2.jpg,1024,1024,nodule,697,340,792,411
00023164_000_jpg.rf.e2d416f727a4d1936921c319a0bd6fc4.jpg,1024,1024,nodule,384,526,420,565
00023164_000_jpg.rf.e2d416f727a4d1936921c319a0bd6fc4.jpg,1024,1024,nodule,802,322,862,387
00023164_000_jpg.rf.e2d416f727a4d1936921c319a0bd6fc4.jpg,1024,1024,nodule,761,488,820,542
00023164_000_jpg.rf.e2d416f727a4d1936921c319a0bd6fc4.jpg,1024,1024,nodule,700,498,766,561
00001555_003_jpg.rf.e38ecca35a4438423547e02566e19122.jpg,1024,1024,nodule,195,500,220,523
00006273_005_jpg.rf.e38a92479c8919dd5b7aef3c40aba068.jpg,1024,1024,nodule,585,293,670,423
00006273_005_jpg.rf.e38a92479c8919dd5b7aef3c40aba068.jpg,1024,1024,nodule,655,334,774,475
00006273_005_jpg.rf.e38a92479c8919dd5b7aef3c40aba068.jpg,1024,1024,nodule,589,96,643,142
00006273_005_jpg.rf.e38a92479c8919dd5b7aef3c40aba068.jpg,1024,1024,nodule,539,132,621,203
00006273_005_jpg.rf.e38a92479c8919dd5b7aef3c40aba068.jpg,1024,1024,nodule,207,224,271,306
00006273_005_jpg.rf.e38a92479c8919dd5b7aef3c40aba068.jpg,1024,1024,nodule,601,410,669,484
00006273_005_jpg.rf.e38a92479c8919dd5b7aef3c40aba068.jpg,1024,1024,nodule,152,475,208,534
00006273_005_jpg.rf.e38a92479c8919dd5b7aef3c40aba068.jpg,1024,1024,nodule,729,469,806,566
00006273_005_jpg.rf.e38a92479c8919dd5b7aef3c40aba068.jpg,1024,1024,nodule,177,503,249,571
00006273_005_jpg.rf.e38a92479c8919dd5b7aef3c40aba068.jpg,1024,1024,nodule,663,514,738,601
00006273_005_jpg.rf.e38a92479c8919dd5b7aef3c40aba068.jpg,1024,1024,nodule,771,553,839,626
00006273_005_jpg.rf.e38a92479c8919dd5b7aef3c40aba068.jpg,1024,1024,nodule,638,214,688,253
00014060_000_jpg.rf.e36f115c661b006886939f7ff5108fb8.jpg,1024,1024,nodule,729,257,780,306
00007391_003_jpg.rf.e4b6d8d478e280c0d02f5b70cbe2a1fa.jpg,1024,1024,nodule,695,215,740,270
00007391_003_jpg.rf.e4b6d8d478e280c0d02f5b70cbe2a1fa.jpg,1024,1024,nodule,720,685,767,740
00007391_003_jpg.rf.e4b6d8d478e280c0d02f5b70cbe2a1fa.jpg,1024,1024,nodule,824,742,876,791
00007391_003_jpg.rf.e4b6d8d478e280c0d02f5b70cbe2a1fa.jpg,1024,1024,nodule,312,431,383,506
00007391_003_jpg.rf.e4b6d8d478e280c0d02f5b70cbe2a1fa.jpg,1024,1024,nodule,222,541,291,616
00007391_003_jpg.rf.e4b6d8d478e280c0d02f5b70cbe2a1fa.jpg,1024,1024,nodule,288,548,352,627
00007391_003_jpg.rf.e4b6d8d478e280c0d02f5b70cbe2a1fa.jpg,1024,1024,nodule,180,605,247,674
00007391_003_jpg.rf.e4b6d8d478e280c0d02f5b70cbe2a1fa.jpg,1024,1024,nodule,771,675,842,751
00007391_003_jpg.rf.e4b6d8d478e280c0d02f5b70cbe2a1fa.jpg,1024,1024,nodule,120,713,182,792
00000402_001_jpg.rf.e3975641ef6644f732047d00031de3ad.jpg,1024,1024,nodule,715,472,765,525
00005506_000_jpg.rf.e3ad2749cac04d63a393ffd5dc896a03.jpg,1024,1024,nodule,621,221,750,371
00005506_000_jpg.rf.e3ad2749cac04d63a393ffd5dc896a03.jpg,1024,1024,nodule,199,374,303,469
00005506_000_jpg.rf.e3ad2749cac04d63a393ffd5dc896a03.jpg,1024,1024,nodule,593,420,736,594
00005506_000_jpg.rf.e3ad2749cac04d63a393ffd5dc896a03.jpg,1024,1024,nodule,260,245,307,297
00005506_000_jpg.rf.e3ad2749cac04d63a393ffd5dc896a03.jpg,1024,1024,nodule,165,338,212,392
00005506_000_jpg.rf.e3ad2749cac04d63a393ffd5dc896a03.jpg,1024,1024,nodule,264,443,315,494
00005506_000_jpg.rf.e3ad2749cac04d63a393ffd5dc896a03.jpg,1024,1024,nodule,743,487,789,547
00005506_000_jpg.rf.e3ad2749cac04d63a393ffd5dc896a03.jpg,1024,1024,nodule,163,252,237,338
00005506_000_jpg.rf.e3ad2749cac04d63a393ffd5dc896a03.jpg,1024,1024,nodule,295,283,367,354
00005506_000_jpg.rf.e3ad2749cac04d63a393ffd5dc896a03.jpg,1024,1024,nodule,737,313,808,399
00005506_000_jpg.rf.e3ad2749cac04d63a393ffd5dc896a03.jpg,1024,1024,nodule,199,356,266,433
00005506_000_jpg.rf.e3ad2749cac04d63a393ffd5dc896a03.jpg,1024,1024,nodule,128,384,189,468
00005506_000_jpg.rf.e3ad2749cac04d63a393ffd5dc896a03.jpg,1024,1024,nodule,752,414,812,500
